area,ethnicity,age_group,sex,value
Taranaki,European,55-59,F,2961
Taranaki,Maori,55-59,M,237
Taranaki,Maori,55-59,F,231
Taranaki,Pacific Peoples,55-59,M,21
Taranaki,Pacific Peoples,55-59,F,18
Taranaki,Asian,55-59,M,51
Taranaki,Asian,55-59,F,78
Taranaki,MELAA,55-59,M,9
Taranaki,MELAA,55-59,F,6
Taranaki,Other,55-59,M,93
Taranaki,Other,55-59,F,60
Taranaki,European/Maori,55-59,M,102
Taranaki,European/Maori,55-59,F,126
Taranaki,European/Pacific Peoples,55-59,M,3
Taranaki,European/Pacific Peoples,55-59,F,3
Taranaki,European/Asian,55-59,F,3
Taranaki,European/MELAA,55-59,F,3
Taranaki,European/Other Ethnicity,55-59,M,12
Taranaki,European/Other Ethnicity,55-59,F,3
Taranaki,European/Maori/Pacific Peoples,55-59,M,3
Taranaki,European/Maori/Pacific Peoples,55-59,F,3
Taranaki,Asian/European/Other Ethnicity,55-59,F,3
Taranaki,Not Elsewhere Included,55-59,M,183
Taranaki,Not Elsewhere Included,55-59,F,183
Manawatu-Wanganui,European,55-59,M,5160
Manawatu-Wanganui,European,55-59,F,5532
Manawatu-Wanganui,Maori,55-59,M,588
Manawatu-Wanganui,Maori,55-59,F,642
Manawatu-Wanganui,Pacific Peoples,55-59,M,72
Manawatu-Wanganui,Pacific Peoples,55-59,F,78
Manawatu-Wanganui,Asian,55-59,M,177
Manawatu-Wanganui,Asian,55-59,F,246
Manawatu-Wanganui,MELAA,55-59,M,24
Manawatu-Wanganui,MELAA,55-59,F,15
Manawatu-Wanganui,Other,55-59,M,192
Manawatu-Wanganui,Other,55-59,F,153
Manawatu-Wanganui,European/Maori,55-59,M,240
Manawatu-Wanganui,European/Maori,55-59,F,315
Manawatu-Wanganui,European/Pacific Peoples,55-59,M,15
Manawatu-Wanganui,European/Pacific Peoples,55-59,F,18
Manawatu-Wanganui,European/Asian,55-59,M,6
Manawatu-Wanganui,European/Asian,55-59,F,6
Manawatu-Wanganui,European/MELAA,55-59,F,6
Manawatu-Wanganui,European/Other Ethnicity,55-59,M,15
Manawatu-Wanganui,European/Other Ethnicity,55-59,F,12
Manawatu-Wanganui,Maori/Pacific Peoples,55-59,M,6
Manawatu-Wanganui,Maori/Pacific Peoples,55-59,F,3
Manawatu-Wanganui,Maori/Asian,55-59,M,3
Manawatu-Wanganui,Maori/MELAA,55-59,M,3
Manawatu-Wanganui,Maori/Other Ethnicity,55-59,F,3
Manawatu-Wanganui,Pacific Peoples/Other Ethnicity,55-59,M,3
Manawatu-Wanganui,Asian/Other Ethnicity,55-59,F,3
Manawatu-Wanganui,European/Maori/Pacific Peoples,55-59,F,3
Manawatu-Wanganui,European/Maori/Asian,55-59,M,3
Manawatu-Wanganui,European/Maori/Other Ethnicity,55-59,M,3
Manawatu-Wanganui,European/Maori/Other Ethnicity,55-59,F,6
Manawatu-Wanganui,Four ethnic groups,55-59,F,3
Manawatu-Wanganui,Not Elsewhere Included,55-59,M,369
Manawatu-Wanganui,Not Elsewhere Included,55-59,F,303
Wellington,European,55-59,M,9675
Wellington,European,55-59,F,10287
Wellington,Maori,55-59,M,705
Wellington,Maori,55-59,F,756
Wellington,Pacific Peoples,55-59,M,540
Wellington,Pacific Peoples,55-59,F,606
Wellington,Asian,55-59,M,945
Wellington,Asian,55-59,F,1122
Wellington,MELAA,55-59,M,90
Wellington,MELAA,55-59,F,108
Wellington,Other,55-59,M,294
Wellington,Other,55-59,F,204
Wellington,European/Maori,55-59,M,330
Wellington,European/Maori,55-59,F,438
Wellington,European/Pacific Peoples,55-59,M,39
Wellington,European/Pacific Peoples,55-59,F,54
Wellington,European/Asian,55-59,M,9
Wellington,European/Asian,55-59,F,18
Wellington,European/MELAA,55-59,M,9
Wellington,European/MELAA,55-59,F,9
Wellington,European/Other Ethnicity,55-59,M,27
Wellington,European/Other Ethnicity,55-59,F,24
Wellington,Maori/Pacific Peoples,55-59,M,12
Wellington,Maori/Pacific Peoples,55-59,F,15
Wellington,Maori/MELAA,55-59,F,3
Wellington,Maori/Other Ethnicity,55-59,M,3
Wellington,Pacific Peoples/Asian,55-59,M,6
Wellington,Pacific Peoples/Asian,55-59,F,9
Wellington,Pacific Peoples/Other Ethnicity,55-59,F,3
Wellington,Asian/MELAA,55-59,F,3
Wellington,Asian/Other Ethnicity,55-59,M,6
Wellington,Asian/Other Ethnicity,55-59,F,3
Wellington,European/Maori/Pacific Peoples,55-59,M,6
Wellington,European/Maori/Pacific Peoples,55-59,F,15
Wellington,European/Maori/Asian,55-59,M,3
Wellington,European/Maori/Asian,55-59,F,3
Wellington,European/Maori/MELAA,55-59,F,3
Wellington,European/Maori/Other Ethnicity,55-59,M,3
Wellington,European/Maori/Other Ethnicity,55-59,F,3
Wellington,Pacific Peoples/European/Asian,55-59,F,3
Wellington,Maori/Pacific Peoples/Asian,55-59,F,3
Wellington,Four ethnic groups,55-59,F,3
Wellington,Not Elsewhere Included,55-59,M,639
Wellington,Not Elsewhere Included,55-59,F,534
Tasman,European,55-59,M,1572
Tasman,European,55-59,F,1587
Tasman,Maori,55-59,M,39
Tasman,Maori,55-59,F,27
Tasman,Pacific Peoples,55-59,M,3
Tasman,Pacific Peoples,55-59,F,3
Tasman,Asian,55-59,M,9
Tasman,Asian,55-59,F,15
Tasman,MELAA,55-59,M,6
Tasman,MELAA,55-59,F,3
Tasman,Other,55-59,M,54
Tasman,Other,55-59,F,30
Tasman,European/Maori,55-59,M,42
Tasman,European/Maori,55-59,F,45
Tasman,European/MELAA,55-59,M,3
Tasman,Pacific Peoples/European/Asian,55-59,F,3
Tasman,Not Elsewhere Included,55-59,M,81
Tasman,Not Elsewhere Included,55-59,F,69
Nelson,European,55-59,M,1290
Nelson,European,55-59,F,1521
Nelson,Maori,55-59,M,42
Nelson,Maori,55-59,F,36
Nelson,Pacific Peoples,55-59,M,21
Nelson,Pacific Peoples,55-59,F,6
Nelson,Asian,55-59,M,15
Nelson,Asian,55-59,F,33
Nelson,MELAA,55-59,M,3
Nelson,MELAA,55-59,F,3
Nelson,Other,55-59,M,30
Nelson,Other,55-59,F,27
Nelson,European/Maori,55-59,M,30
Nelson,European/Maori,55-59,F,42
Nelson,European/MELAA,55-59,M,3
Nelson,European/Other Ethnicity,55-59,M,3
Nelson,European/Other Ethnicity,55-59,F,3
Nelson,Five ethnic groups,55-59,M,3
Nelson,Not Elsewhere Included,55-59,M,72
Nelson,Not Elsewhere Included,55-59,F,57
Marlborough,European,55-59,M,1299
Marlborough,European,55-59,F,1362
Marlborough,Maori,55-59,M,63
Marlborough,Maori,55-59,F,48
Marlborough,Pacific Peoples,55-59,M,9
Marlborough,Pacific Peoples,55-59,F,12
Marlborough,Asian,55-59,M,18
Marlborough,Asian,55-59,F,24
Marlborough,MELAA,55-59,F,3
Marlborough,Other,55-59,M,51
Marlborough,Other,55-59,F,27
Marlborough,European/Maori,55-59,M,39
Marlborough,European/Maori,55-59,F,54
Marlborough,European/Pacific Peoples,55-59,M,3
Marlborough,European/MELAA,55-59,F,3
Marlborough,European/Other Ethnicity,55-59,M,3
Marlborough,European/Maori/Pacific Peoples,55-59,F,3
Marlborough,European/Maori/Asian,55-59,M,3
Marlborough,Not Elsewhere Included,55-59,M,75
Marlborough,Not Elsewhere Included,55-59,F,57
West Coast,European,55-59,M,1074
West Coast,European,55-59,F,954
West Coast,Maori,55-59,M,30
West Coast,Maori,55-59,F,39
West Coast,Pacific Peoples,55-59,M,3
West Coast,Asian,55-59,M,6
West Coast,Asian,55-59,F,12
West Coast,MELAA,55-59,M,3
West Coast,Other,55-59,M,51
West Coast,Other,55-59,F,24
West Coast,European/Maori,55-59,M,33
West Coast,European/Maori,55-59,F,36
West Coast,European/Pacific Peoples,55-59,M,3
West Coast,European/Asian,55-59,F,3
West Coast,European/Other Ethnicity,55-59,M,3
West Coast,Maori/Pacific Peoples/Asian,55-59,M,3
West Coast,Not Elsewhere Included,55-59,M,72
West Coast,Not Elsewhere Included,55-59,F,78
Canterbury,European,55-59,M,14298
Canterbury,European,55-59,F,14625
Canterbury,Maori,55-59,M,492
Canterbury,Maori,55-59,F,333
Canterbury,Pacific Peoples,55-59,M,186
Canterbury,Pacific Peoples,55-59,F,147
Canterbury,Asian,55-59,M,609
Canterbury,Asian,55-59,F,942
Canterbury,MELAA,55-59,M,63
Canterbury,MELAA,55-59,F,63
Canterbury,Other,55-59,M,417
Canterbury,Other,55-59,F,273
Canterbury,European/Maori,55-59,M,312
Canterbury,European/Maori,55-59,F,393
Canterbury,European/Pacific Peoples,55-59,M,24
Canterbury,European/Pacific Peoples,55-59,F,18
Canterbury,European/Asian,55-59,M,6
Canterbury,European/Asian,55-59,F,18
Canterbury,European/MELAA,55-59,M,6
Canterbury,European/MELAA,55-59,F,3
Canterbury,European/Other Ethnicity,55-59,M,27
Canterbury,European/Other Ethnicity,55-59,F,24
Canterbury,Maori/Pacific Peoples,55-59,M,9
Canterbury,Maori/Asian,55-59,F,3
Canterbury,Maori/Other Ethnicity,55-59,M,3
Canterbury,Maori/Other Ethnicity,55-59,F,3
Canterbury,MELAA/Other Ethnicity,55-59,F,3
Canterbury,European/Maori/Pacific Peoples,55-59,M,3
Canterbury,European/Maori/Pacific Peoples,55-59,F,3
Canterbury,European/Maori/Asian,55-59,M,3
Canterbury,European/Maori/Asian,55-59,F,3
Canterbury,European/Maori/Other Ethnicity,55-59,M,6
Canterbury,European/Maori/Other Ethnicity,55-59,F,3
Canterbury,Four ethnic groups,55-59,F,3
Canterbury,Not Elsewhere Included,55-59,M,669
Canterbury,Not Elsewhere Included,55-59,F,711
Otago,European,55-59,M,5604
Otago,European,55-59,F,5559
Otago,Maori,55-59,M,135
Otago,Maori,55-59,F,99
Otago,Pacific Peoples,55-59,M,54
Otago,Pacific Peoples,55-59,F,33
Otago,Asian,55-59,M,126
Otago,Asian,55-59,F,180
Otago,MELAA,55-59,M,12
Otago,MELAA,55-59,F,18
Otago,Other,55-59,M,177
Otago,Other,55-59,F,135
Otago,European/Maori,55-59,M,108
Otago,European/Maori,55-59,F,138
Otago,European/Pacific Peoples,55-59,M,6
Otago,European/Pacific Peoples,55-59,F,6
Otago,European/Asian,55-59,M,3
Otago,European/Asian,55-59,F,3
Otago,European/MELAA,55-59,M,3
Otago,European/MELAA,55-59,F,3
Otago,European/Other Ethnicity,55-59,M,12
Otago,European/Other Ethnicity,55-59,F,15
Otago,Maori/Pacific Peoples,55-59,M,3
Otago,Maori/Other Ethnicity,55-59,F,3
Otago,Pacific Peoples/Asian,55-59,M,3
Otago,Pacific Peoples/Asian,55-59,F,3
Otago,European/Maori/Pacific Peoples,55-59,F,3
Otago,European/Maori/Asian,55-59,F,3
Otago,Not Elsewhere Included,55-59,M,318
Otago,Not Elsewhere Included,55-59,F,303
Southland,European,55-59,M,2577
Southland,European,55-59,F,2604
Southland,Maori,55-59,M,135
Southland,Maori,55-59,F,108
Southland,Pacific Peoples,55-59,M,30
Southland,Pacific Peoples,55-59,F,15
Southland,Asian,55-59,M,27
Southland,Asian,55-59,F,42
Southland,MELAA,55-59,M,3
Southland,MELAA,55-59,F,3
Southland,Other,55-59,M,84
Southland,Other,55-59,F,48
Southland,European/Maori,55-59,M,111
Southland,European/Maori,55-59,F,123
Southland,European/Pacific Peoples,55-59,M,6
Southland,European/Pacific Peoples,55-59,F,6
Southland,European/Asian,55-59,M,3
Southland,European/MELAA,55-59,F,3
Southland,European/Other Ethnicity,55-59,M,3
Southland,European/Other Ethnicity,55-59,F,3
Southland,Maori/Other Ethnicity,55-59,F,3
Southland,Asian/Other Ethnicity,55-59,F,3
Southland,European/Maori/Other Ethnicity,55-59,F,3
Southland,Not Elsewhere Included,55-59,M,120
Southland,Not Elsewhere Included,55-59,F,105
Area Outside,European,55-59,M,12
Area Outside,European/Maori,55-59,M,6
Area Outside,European/Maori,55-59,F,6
Northland,European,60-64,M,3705
Northland,European,60-64,F,3786
Northland,Maori,60-64,M,567
Northland,Maori,60-64,F,684
Northland,Pacific Peoples,60-64,M,33
Northland,Pacific Peoples,60-64,F,27
Northland,Asian,60-64,M,36
Northland,Asian,60-64,F,69
Northland,MELAA,60-64,M,6
Northland,Other,60-64,M,132
Northland,Other,60-64,F,99
Northland,European/Maori,60-64,M,177
Northland,European/Maori,60-64,F,264
Northland,European/Pacific Peoples,60-64,M,9
Northland,European/Pacific Peoples,60-64,F,9
Northland,European/MELAA,60-64,F,3
Northland,European/Other Ethnicity,60-64,M,6
Northland,European/Other Ethnicity,60-64,F,6
Northland,Maori/Pacific Peoples,60-64,M,3
Northland,Maori/Pacific Peoples,60-64,F,9
Northland,Maori/Asian,60-64,F,6
Northland,Maori/Other Ethnicity,60-64,F,3
Northland,European/Maori/Pacific Peoples,60-64,M,9
Northland,European/Maori/Pacific Peoples,60-64,F,6
Northland,European/Maori/Asian,60-64,M,3
Northland,European/Maori/Asian,60-64,F,3
Northland,European/Maori/Other Ethnicity,60-64,M,3
Northland,Pacific Peoples/European/Asian,60-64,M,3
Northland,Five ethnic groups,60-64,M,3
Northland,Not Elsewhere Included,60-64,M,426
Northland,Not Elsewhere Included,60-64,F,378
Auckland,European,60-64,M,20706
Auckland,European,60-64,F,21552
Auckland,Maori,60-64,M,1194
Auckland,Maori,60-64,F,1368
Auckland,Pacific Peoples,60-64,M,2403
Auckland,Pacific Peoples,60-64,F,2646
Auckland,Asian,60-64,M,5205
Auckland,Asian,60-64,F,5793
Auckland,MELAA,60-64,M,294
Auckland,MELAA,60-64,F,240
Auckland,Other,60-64,M,549
Auckland,Other,60-64,F,375
Auckland,European/Maori,60-64,M,585
Auckland,European/Maori,60-64,F,798
Auckland,European/Pacific Peoples,60-64,M,102
Auckland,European/Pacific Peoples,60-64,F,129
Auckland,European/Asian,60-64,M,18
Auckland,European/Asian,60-64,F,30
Auckland,European/MELAA,60-64,M,12
Auckland,European/MELAA,60-64,F,15
Auckland,European/Other Ethnicity,60-64,M,42
Auckland,European/Other Ethnicity,60-64,F,27
Auckland,Maori/Pacific Peoples,60-64,M,21
Auckland,Maori/Pacific Peoples,60-64,F,21
Auckland,Maori/Asian,60-64,M,12
Auckland,Maori/Asian,60-64,F,24
Auckland,Maori/Other Ethnicity,60-64,M,6
Auckland,Maori/Other Ethnicity,60-64,F,3
Auckland,Pacific Peoples/Asian,60-64,M,45
Auckland,Pacific Peoples/Asian,60-64,F,39
Auckland,Pacific Peoples/Other Ethnicity,60-64,M,6
Auckland,Pacific Peoples/Other Ethnicity,60-64,F,3
Auckland,Asian/MELAA,60-64,F,3
Auckland,Asian/Other Ethnicity,60-64,M,9
Auckland,Asian/Other Ethnicity,60-64,F,9
Auckland,European/Maori/Pacific Peoples,60-64,M,12
Auckland,European/Maori/Pacific Peoples,60-64,F,24
Auckland,European/Maori/Asian,60-64,M,6
Auckland,European/Maori/Asian,60-64,F,12
Auckland,European/Maori/MELAA,60-64,M,3
Auckland,European/Maori/Other Ethnicity,60-64,M,6
Auckland,European/Maori/Other Ethnicity,60-64,F,3
Auckland,Pacific Peoples/European/Asian,60-64,M,6
Auckland,Pacific Peoples/European/Asian,60-64,F,3
Auckland,Four ethnic groups,60-64,M,3
Auckland,Four ethnic groups,60-64,F,3
Auckland,Five ethnic groups,60-64,F,3
Auckland,Not Elsewhere Included,60-64,M,1884
Auckland,Not Elsewhere Included,60-64,F,1944
Waikato,European,60-64,M,8358
Waikato,European,60-64,F,8787
Waikato,Maori,60-64,M,897
Waikato,Maori,60-64,F,966
Waikato,Pacific Peoples,60-64,M,123
Waikato,Pacific Peoples,60-64,F,123
Waikato,Asian,60-64,M,330
Waikato,Asian,60-64,F,402
Waikato,MELAA,60-64,M,27
Waikato,MELAA,60-64,F,27
Waikato,Other,60-64,M,225
Waikato,Other,60-64,F,150
Waikato,European/Maori,60-64,M,309
Waikato,European/Maori,60-64,F,435
Waikato,European/Pacific Peoples,60-64,M,9
Waikato,European/Pacific Peoples,60-64,F,24
Waikato,European/Asian,60-64,M,6
Waikato,European/Asian,60-64,F,9
Waikato,European/MELAA,60-64,F,3
Waikato,European/Other Ethnicity,60-64,M,15
Waikato,European/Other Ethnicity,60-64,F,24
Waikato,Maori/Pacific Peoples,60-64,F,6
Waikato,Maori/Asian,60-64,M,6
Waikato,Maori/Asian,60-64,F,6
Waikato,Maori/Other Ethnicity,60-64,F,3
Waikato,Pacific Peoples/Asian,60-64,F,3
Waikato,Pacific Peoples/Other Ethnicity,60-64,M,3
Waikato,European/Maori/Pacific Peoples,60-64,M,6
Waikato,European/Maori/Pacific Peoples,60-64,F,12
Waikato,European/Maori/Asian,60-64,M,3
Waikato,European/Maori/Asian,60-64,F,3
Waikato,European/Maori/Other Ethnicity,60-64,F,3
Waikato,Maori/Pacific Peoples/Asian,60-64,F,3
Waikato,Four ethnic groups,60-64,M,3
Waikato,Not Elsewhere Included,60-64,M,546
Waikato,Not Elsewhere Included,60-64,F,507
Bay of Plenty,European,60-64,M,5661
Bay of Plenty,European,60-64,F,6051
Bay of Plenty,Maori,60-64,M,891
Bay of Plenty,Maori,60-64,F,933
Bay of Plenty,Pacific Peoples,60-64,M,57
Bay of Plenty,Pacific Peoples,60-64,F,39
Bay of Plenty,Asian,60-64,M,150
Bay of Plenty,Asian,60-64,F,213
Bay of Plenty,MELAA,60-64,M,9
Bay of Plenty,MELAA,60-64,F,6
Bay of Plenty,Other,60-64,M,174
Bay of Plenty,Other,60-64,F,123
Bay of Plenty,European/Maori,60-64,M,255
Bay of Plenty,European/Maori,60-64,F,360
Bay of Plenty,European/Pacific Peoples,60-64,M,15
Bay of Plenty,European/Pacific Peoples,60-64,F,12
Bay of Plenty,European/Asian,60-64,M,3
Bay of Plenty,European/Asian,60-64,F,3
Bay of Plenty,European/MELAA,60-64,F,3
Bay of Plenty,European/Other Ethnicity,60-64,M,3
Bay of Plenty,European/Other Ethnicity,60-64,F,9
Bay of Plenty,Maori/Pacific Peoples,60-64,M,6
Bay of Plenty,Maori/Pacific Peoples,60-64,F,6
Bay of Plenty,Maori/Asian,60-64,M,3
Bay of Plenty,Maori/Asian,60-64,F,6
Bay of Plenty,Maori/Other Ethnicity,60-64,M,3
Bay of Plenty,Pacific Peoples/Asian,60-64,F,3
Bay of Plenty,Asian/Other Ethnicity,60-64,F,3
Bay of Plenty,European/Maori/Pacific Peoples,60-64,M,6
Bay of Plenty,European/Maori/Pacific Peoples,60-64,F,12
Bay of Plenty,European/Maori/Asian,60-64,M,3
Bay of Plenty,European/Maori/Asian,60-64,F,6
Bay of Plenty,European/Maori/Other Ethnicity,60-64,M,3
Bay of Plenty,European/MELAA/Other Ethnicity,60-64,M,3
Bay of Plenty,Not Elsewhere Included,60-64,M,459
Bay of Plenty,Not Elsewhere Included,60-64,F,459
Gisborne,European,60-64,M,735
Gisborne,European,60-64,F,714
Gisborne,Maori,60-64,M,321
Gisborne,Maori,60-64,F,315
Gisborne,Pacific Peoples,60-64,M,12
Gisborne,Pacific Peoples,60-64,F,9
Gisborne,Asian,60-64,M,9
Gisborne,Asian,60-64,F,9
Gisborne,MELAA,60-64,M,3
Gisborne,Other,60-64,M,30
Gisborne,Other,60-64,F,18
Gisborne,European/Maori,60-64,M,78
Gisborne,European/Maori,60-64,F,87
Gisborne,European/Asian,60-64,F,3
Gisborne,European/Other Ethnicity,60-64,M,3
Gisborne,Maori/Pacific Peoples,60-64,M,3
Gisborne,Maori/Other Ethnicity,60-64,M,3
Gisborne,European/Maori/Pacific Peoples,60-64,M,6
Gisborne,European/Maori/Pacific Peoples,60-64,F,3
Gisborne,Not Elsewhere Included,60-64,M,81
Gisborne,Not Elsewhere Included,60-64,F,84
Hawke's Bay,European,60-64,M,3486
Hawke's Bay,European,60-64,F,3837
Hawke's Bay,Maori,60-64,M,429
Hawke's Bay,Maori,60-64,F,510
Hawke's Bay,Pacific Peoples,60-64,M,75
Hawke's Bay,Pacific Peoples,60-64,F,48
Hawke's Bay,Asian,60-64,M,54
Hawke's Bay,Asian,60-64,F,84
Hawke's Bay,MELAA,60-64,M,3
Hawke's Bay,MELAA,60-64,F,6
Hawke's Bay,Other,60-64,M,126
Hawke's Bay,Other,60-64,F,87
Hawke's Bay,European/Maori,60-64,M,105
Hawke's Bay,European/Maori,60-64,F,144
Hawke's Bay,European/Pacific Peoples,60-64,F,6
Hawke's Bay,European/Asian,60-64,M,3
Hawke's Bay,European/Asian,60-64,F,3
Hawke's Bay,European/Other Ethnicity,60-64,M,6
Hawke's Bay,European/Other Ethnicity,60-64,F,3
Hawke's Bay,Maori/Pacific Peoples,60-64,M,9
Hawke's Bay,Maori/Pacific Peoples,60-64,F,3
Hawke's Bay,Maori/Asian,60-64,M,3
Hawke's Bay,Maori/Asian,60-64,F,6
Hawke's Bay,European/Maori/Pacific Peoples,60-64,F,3
Hawke's Bay,European/Maori/Asian,60-64,F,3
Hawke's Bay,European/Maori/Other Ethnicity,60-64,M,3
Hawke's Bay,Not Elsewhere Included,60-64,M,195
Hawke's Bay,Not Elsewhere Included,60-64,F,246
Taranaki,European,60-64,M,2649
Taranaki,European,60-64,F,2673
Taranaki,Maori,60-64,M,171
Taranaki,Maori,60-64,F,180
Taranaki,Pacific Peoples,60-64,M,18
Taranaki,Pacific Peoples,60-64,F,12
Taranaki,Asian,60-64,M,45
Taranaki,Asian,60-64,F,48
Taranaki,MELAA,60-64,M,3
Taranaki,MELAA,60-64,F,3
Taranaki,Other,60-64,M,75
Taranaki,Other,60-64,F,45
Taranaki,European/Maori,60-64,M,84
Taranaki,European/Maori,60-64,F,96
Taranaki,European/Other Ethnicity,60-64,M,9
Taranaki,European/Other Ethnicity,60-64,F,6
Taranaki,Maori/Other Ethnicity,60-64,F,3
Taranaki,Pacific Peoples/Asian,60-64,M,3
Taranaki,European/Maori/Pacific Peoples,60-64,F,3
Taranaki,European/Maori/Asian,60-64,F,3
Taranaki,European/Maori/Other Ethnicity,60-64,F,3
Taranaki,Five ethnic groups,60-64,M,3
Taranaki,Not Elsewhere Included,60-64,M,186
Taranaki,Not Elsewhere Included,60-64,F,162
Manawatu-Wanganui,European,60-64,M,4971
Manawatu-Wanganui,European,60-64,F,5211
Manawatu-Wanganui,Maori,60-64,M,480
Manawatu-Wanganui,Maori,60-64,F,495
Manawatu-Wanganui,Pacific Peoples,60-64,M,66
Manawatu-Wanganui,Pacific Peoples,60-64,F,60
Manawatu-Wanganui,Asian,60-64,M,153
Manawatu-Wanganui,Asian,60-64,F,186
Manawatu-Wanganui,MELAA,60-64,M,18
Manawatu-Wanganui,MELAA,60-64,F,12
Manawatu-Wanganui,Other,60-64,M,123
Manawatu-Wanganui,Other,60-64,F,105
Manawatu-Wanganui,European/Maori,60-64,M,165
Manawatu-Wanganui,European/Maori,60-64,F,249
Manawatu-Wanganui,European/Pacific Peoples,60-64,M,9
Manawatu-Wanganui,European/Pacific Peoples,60-64,F,6
Manawatu-Wanganui,European/Asian,60-64,M,6
Manawatu-Wanganui,European/Asian,60-64,F,6
Manawatu-Wanganui,European/MELAA,60-64,M,3
Manawatu-Wanganui,European/MELAA,60-64,F,6
Manawatu-Wanganui,European/Other Ethnicity,60-64,M,9
Manawatu-Wanganui,European/Other Ethnicity,60-64,F,21
Manawatu-Wanganui,Maori/Pacific Peoples,60-64,F,3
Manawatu-Wanganui,European/Maori/Pacific Peoples,60-64,M,3
Manawatu-Wanganui,European/Maori/Asian,60-64,M,3
Manawatu-Wanganui,European/Maori/Asian,60-64,F,6
Manawatu-Wanganui,Four ethnic groups,60-64,M,3
Manawatu-Wanganui,Not Elsewhere Included,60-64,M,285
Manawatu-Wanganui,Not Elsewhere Included,60-64,F,291
Wellington,European,60-64,M,8883
Wellington,European,60-64,F,9318
Wellington,Maori,60-64,M,573
Wellington,Maori,60-64,F,576
Wellington,Pacific Peoples,60-64,M,504
Wellington,Pacific Peoples,60-64,F,540
Wellington,Asian,60-64,M,711
Wellington,Asian,60-64,F,885
Wellington,MELAA,60-64,M,90
Wellington,MELAA,60-64,F,60
Wellington,Other,60-64,M,255
Wellington,Other,60-64,F,174
Wellington,European/Maori,60-64,M,240
Wellington,European/Maori,60-64,F,297
Wellington,European/Pacific Peoples,60-64,M,21
Wellington,European/Pacific Peoples,60-64,F,27
Wellington,European/Asian,60-64,M,12
Wellington,European/Asian,60-64,F,12
Wellington,European/MELAA,60-64,M,3
Wellington,European/MELAA,60-64,F,6
Wellington,European/Other Ethnicity,60-64,M,15
Wellington,European/Other Ethnicity,60-64,F,18
Wellington,Maori/Pacific Peoples,60-64,M,3
Wellington,Maori/Pacific Peoples,60-64,F,3
Wellington,Maori/Asian,60-64,M,6
Wellington,Maori/Asian,60-64,F,3
Wellington,Pacific Peoples/Asian,60-64,M,9
Wellington,Pacific Peoples/Asian,60-64,F,12
Wellington,Asian/Other Ethnicity,60-64,F,6
Wellington,European/Maori/Pacific Peoples,60-64,M,3
Wellington,European/Maori/Pacific Peoples,60-64,F,6
Wellington,European/Maori/Asian,60-64,M,3
Wellington,European/Maori/MELAA,60-64,M,3
Wellington,Pacific Peoples/European/Asian,60-64,M,3
Wellington,Pacific Peoples/European/Asian,60-64,F,3
Wellington,Not Elsewhere Included,60-64,M,564
Wellington,Not Elsewhere Included,60-64,F,522
Tasman,European,60-64,M,1506
Tasman,European,60-64,F,1563
Tasman,Maori,60-64,M,27
Tasman,Maori,60-64,F,30
Tasman,Pacific Peoples,60-64,M,3
Tasman,Pacific Peoples,60-64,F,3
Tasman,Asian,60-64,M,12
Tasman,Asian,60-64,F,15
Tasman,MELAA,60-64,M,3
Tasman,Other,60-64,M,42
Tasman,Other,60-64,F,42
Tasman,European/Maori,60-64,M,21
Tasman,European/Maori,60-64,F,24
Tasman,European/Asian,60-64,F,3
Tasman,European/Other Ethnicity,60-64,M,3
Tasman,European/Maori/Pacific Peoples,60-64,M,3
Tasman,Not Elsewhere Included,60-64,M,66
Tasman,Not Elsewhere Included,60-64,F,72
Nelson,European,60-64,M,1236
Nelson,European,60-64,F,1380
Nelson,Maori,60-64,M,15
Nelson,Maori,60-64,F,33
Nelson,Pacific Peoples,60-64,M,6
Nelson,Pacific Peoples,60-64,F,6
Nelson,Asian,60-64,M,18
Nelson,Asian,60-64,F,27
Nelson,MELAA,60-64,F,3
Nelson,Other,60-64,M,39
Nelson,Other,60-64,F,18
Nelson,European/Maori,60-64,M,18
Nelson,European/Maori,60-64,F,30
Nelson,European/Pacific Peoples,60-64,M,3
Nelson,European/Pacific Peoples,60-64,F,3
Nelson,European/Asian,60-64,F,3
Nelson,European/Other Ethnicity,60-64,M,3
Nelson,European/Other Ethnicity,60-64,F,3
Nelson,Maori/Other Ethnicity,60-64,M,3
Nelson,Not Elsewhere Included,60-64,M,48
Nelson,Not Elsewhere Included,60-64,F,60
Marlborough,European,60-64,M,1341
Marlborough,European,60-64,F,1404
Marlborough,Maori,60-64,M,54
Marlborough,Maori,60-64,F,57
Marlborough,Pacific Peoples,60-64,M,6
Marlborough,Pacific Peoples,60-64,F,6
Marlborough,Asian,60-64,M,12
Marlborough,Asian,60-64,F,21
Marlborough,Other,60-64,M,48
Marlborough,Other,60-64,F,27
Marlborough,European/Maori,60-64,M,42
Marlborough,European/Maori,60-64,F,39
Marlborough,European/Pacific Peoples,60-64,F,3
Marlborough,European/Other Ethnicity,60-64,M,3
Marlborough,European/Maori/Pacific Peoples,60-64,F,3
Marlborough,Not Elsewhere Included,60-64,M,81
Marlborough,Not Elsewhere Included,60-64,F,66
West Coast,European,60-64,M,972
West Coast,European,60-64,F,828
West Coast,Maori,60-64,M,33
West Coast,Maori,60-64,F,27
West Coast,Pacific Peoples,60-64,M,3
West Coast,Pacific Peoples,60-64,F,3
West Coast,Asian,60-64,M,6
