Area,Ethnic groups (detailed),Age group,Sex,Value,Flags
"Marlborough Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Marlborough Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Marlborough Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Male",0,
"Marlborough Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Female",0,
"Marlborough Region","Asian/European/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Asian/European/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Maori/Pacific Peoples/Asian","80-84 Years","Male",0,
"Marlborough Region","Maori/Pacific Peoples/Asian","80-84 Years","Female",0,
"Marlborough Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Marlborough Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Marlborough Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Marlborough Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Marlborough Region","Maori/Asian/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Maori/Asian/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Marlborough Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Marlborough Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Marlborough Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Marlborough Region","Four ethnic groups","80-84 Years","Male",0,
"Marlborough Region","Four ethnic groups","80-84 Years","Female",0,
"Marlborough Region","Five ethnic groups","80-84 Years","Male",0,
"Marlborough Region","Five ethnic groups","80-84 Years","Female",0,
"Marlborough Region","Six ethnic groups","80-84 Years","Male",0,
"Marlborough Region","Six ethnic groups","80-84 Years","Female",0,
"Marlborough Region","Not Elsewhere Included","80-84 Years","Male",12,
"Marlborough Region","Not Elsewhere Included","80-84 Years","Female",15,
"West Coast Region","European Only","80-84 Years","Male",285,
"West Coast Region","European Only","80-84 Years","Female",324,
"West Coast Region","Maori Only","80-84 Years","Male",6,
"West Coast Region","Maori Only","80-84 Years","Female",3,
"West Coast Region","Pacific Peoples Only","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples Only","80-84 Years","Female",0,
"West Coast Region","Asian Only","80-84 Years","Male",0,
"West Coast Region","Asian Only","80-84 Years","Female",0,
"West Coast Region","Middle Eastern/Latin American/African Only","80-84 Years","Male",0,
"West Coast Region","Middle Eastern/Latin American/African Only","80-84 Years","Female",0,
"West Coast Region","Other Ethnicity Only","80-84 Years","Male",0,
"West Coast Region","Other Ethnicity Only","80-84 Years","Female",3,
"West Coast Region","European/Maori","80-84 Years","Male",3,
"West Coast Region","European/Maori","80-84 Years","Female",0,
"West Coast Region","European/Pacific Peoples","80-84 Years","Male",0,
"West Coast Region","European/Pacific Peoples","80-84 Years","Female",0,
"West Coast Region","European/Asian","80-84 Years","Male",0,
"West Coast Region","European/Asian","80-84 Years","Female",0,
"West Coast Region","European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","European/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","European/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Maori/Pacific Peoples","80-84 Years","Male",0,
"West Coast Region","Maori/Pacific Peoples","80-84 Years","Female",0,
"West Coast Region","Maori/Asian","80-84 Years","Male",0,
"West Coast Region","Maori/Asian","80-84 Years","Female",0,
"West Coast Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","Maori/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Maori/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/Asian","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/Asian","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","Asian/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Asian/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","European/Maori/Pacific Peoples","80-84 Years","Male",0,
"West Coast Region","European/Maori/Pacific Peoples","80-84 Years","Female",0,
"West Coast Region","European/Maori/Asian","80-84 Years","Male",0,
"West Coast Region","European/Maori/Asian","80-84 Years","Female",0,
"West Coast Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","European/Maori/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","European/Maori/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/European/Asian","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/European/Asian","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Male",0,
"West Coast Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Female",0,
"West Coast Region","Asian/European/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Asian/European/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Maori/Pacific Peoples/Asian","80-84 Years","Male",0,
"West Coast Region","Maori/Pacific Peoples/Asian","80-84 Years","Female",0,
"West Coast Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","Maori/Asian/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Maori/Asian/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"West Coast Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"West Coast Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"West Coast Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"West Coast Region","Four ethnic groups","80-84 Years","Male",0,
"West Coast Region","Four ethnic groups","80-84 Years","Female",0,
"West Coast Region","Five ethnic groups","80-84 Years","Male",0,
"West Coast Region","Five ethnic groups","80-84 Years","Female",0,
"West Coast Region","Six ethnic groups","80-84 Years","Male",0,
"West Coast Region","Six ethnic groups","80-84 Years","Female",0,
"West Coast Region","Not Elsewhere Included","80-84 Years","Male",18,
"West Coast Region","Not Elsewhere Included","80-84 Years","Female",12,
"Canterbury Region","European Only","80-84 Years","Male",4773,
"Canterbury Region","European Only","80-84 Years","Female",6249,
"Canterbury Region","Maori Only","80-84 Years","Male",39,
"Canterbury Region","Maori Only","80-84 Years","Female",51,
"Canterbury Region","Pacific Peoples Only","80-84 Years","Male",9,
"Canterbury Region","Pacific Peoples Only","80-84 Years","Female",15,
"Canterbury Region","Asian Only","80-84 Years","Male",66,
"Canterbury Region","Asian Only","80-84 Years","Female",81,
"Canterbury Region","Middle Eastern/Latin American/African Only","80-84 Years","Male",6,
"Canterbury Region","Middle Eastern/Latin American/African Only","80-84 Years","Female",12,
"Canterbury Region","Other Ethnicity Only","80-84 Years","Male",18,
"Canterbury Region","Other Ethnicity Only","80-84 Years","Female",30,
"Canterbury Region","European/Maori","80-84 Years","Male",27,
"Canterbury Region","European/Maori","80-84 Years","Female",45,
"Canterbury Region","European/Pacific Peoples","80-84 Years","Male",0,
"Canterbury Region","European/Pacific Peoples","80-84 Years","Female",0,
"Canterbury Region","European/Asian","80-84 Years","Male",0,
"Canterbury Region","European/Asian","80-84 Years","Female",3,
"Canterbury Region","European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","European/Other Ethnicity","80-84 Years","Male",3,
"Canterbury Region","European/Other Ethnicity","80-84 Years","Female",6,
"Canterbury Region","Maori/Pacific Peoples","80-84 Years","Male",0,
"Canterbury Region","Maori/Pacific Peoples","80-84 Years","Female",0,
"Canterbury Region","Maori/Asian","80-84 Years","Male",0,
"Canterbury Region","Maori/Asian","80-84 Years","Female",0,
"Canterbury Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","Maori/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Maori/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/Asian","80-84 Years","Male",0,
"Canterbury Region","Pacific Peoples/Asian","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","Asian/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Asian/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","European/Maori/Pacific Peoples","80-84 Years","Male",0,
"Canterbury Region","European/Maori/Pacific Peoples","80-84 Years","Female",0,
"Canterbury Region","European/Maori/Asian","80-84 Years","Male",0,
"Canterbury Region","European/Maori/Asian","80-84 Years","Female",0,
"Canterbury Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","European/Maori/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","European/Maori/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/European/Asian","80-84 Years","Male",0,
"Canterbury Region","Pacific Peoples/European/Asian","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Male",3,
"Canterbury Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Male",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Female",0,
"Canterbury Region","Asian/European/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Asian/European/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Maori/Pacific Peoples/Asian","80-84 Years","Male",0,
"Canterbury Region","Maori/Pacific Peoples/Asian","80-84 Years","Female",0,
"Canterbury Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","Maori/Asian/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Maori/Asian/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Canterbury Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Canterbury Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Canterbury Region","Four ethnic groups","80-84 Years","Male",0,
"Canterbury Region","Four ethnic groups","80-84 Years","Female",0,
"Canterbury Region","Five ethnic groups","80-84 Years","Male",0,
"Canterbury Region","Five ethnic groups","80-84 Years","Female",0,
"Canterbury Region","Six ethnic groups","80-84 Years","Male",0,
"Canterbury Region","Six ethnic groups","80-84 Years","Female",0,
"Canterbury Region","Not Elsewhere Included","80-84 Years","Male",216,
"Canterbury Region","Not Elsewhere Included","80-84 Years","Female",228,
"Otago Region","European Only","80-84 Years","Male",1764,
"Otago Region","European Only","80-84 Years","Female",2328,
"Otago Region","Maori Only","80-84 Years","Male",6,
"Otago Region","Maori Only","80-84 Years","Female",9,
"Otago Region","Pacific Peoples Only","80-84 Years","Male",3,
"Otago Region","Pacific Peoples Only","80-84 Years","Female",3,
"Otago Region","Asian Only","80-84 Years","Male",21,
"Otago Region","Asian Only","80-84 Years","Female",24,
"Otago Region","Middle Eastern/Latin American/African Only","80-84 Years","Male",6,
"Otago Region","Middle Eastern/Latin American/African Only","80-84 Years","Female",3,
"Otago Region","Other Ethnicity Only","80-84 Years","Male",12,
"Otago Region","Other Ethnicity Only","80-84 Years","Female",15,
"Otago Region","European/Maori","80-84 Years","Male",15,
"Otago Region","European/Maori","80-84 Years","Female",9,
"Otago Region","European/Pacific Peoples","80-84 Years","Male",3,
"Otago Region","European/Pacific Peoples","80-84 Years","Female",3,
"Otago Region","European/Asian","80-84 Years","Male",0,
"Otago Region","European/Asian","80-84 Years","Female",0,
"Otago Region","European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","European/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","European/Other Ethnicity","80-84 Years","Female",3,
"Otago Region","Maori/Pacific Peoples","80-84 Years","Male",0,
"Otago Region","Maori/Pacific Peoples","80-84 Years","Female",0,
"Otago Region","Maori/Asian","80-84 Years","Male",0,
"Otago Region","Maori/Asian","80-84 Years","Female",0,
"Otago Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","Maori/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Maori/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/Asian","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/Asian","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","Asian/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Asian/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","European/Maori/Pacific Peoples","80-84 Years","Male",0,
"Otago Region","European/Maori/Pacific Peoples","80-84 Years","Female",0,
"Otago Region","European/Maori/Asian","80-84 Years","Male",0,
"Otago Region","European/Maori/Asian","80-84 Years","Female",0,
"Otago Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","European/Maori/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","European/Maori/Other Ethnicity","80-84 Years","Female",3,
"Otago Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/European/Asian","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/European/Asian","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Male",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Female",0,
"Otago Region","Asian/European/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Asian/European/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Maori/Pacific Peoples/Asian","80-84 Years","Male",0,
"Otago Region","Maori/Pacific Peoples/Asian","80-84 Years","Female",0,
"Otago Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","Maori/Asian/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Maori/Asian/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Otago Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Otago Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Otago Region","Four ethnic groups","80-84 Years","Male",0,
"Otago Region","Four ethnic groups","80-84 Years","Female",0,
"Otago Region","Five ethnic groups","80-84 Years","Male",0,
"Otago Region","Five ethnic groups","80-84 Years","Female",0,
"Otago Region","Six ethnic groups","80-84 Years","Male",0,
"Otago Region","Six ethnic groups","80-84 Years","Female",0,
"Otago Region","Not Elsewhere Included","80-84 Years","Male",93,
"Otago Region","Not Elsewhere Included","80-84 Years","Female",102,
"Southland Region","European Only","80-84 Years","Male",816,
"Southland Region","European Only","80-84 Years","Female",1059,
"Southland Region","Maori Only","80-84 Years","Male",18,
"Southland Region","Maori Only","80-84 Years","Female",15,
"Southland Region","Pacific Peoples Only","80-84 Years","Male",0,
"Southland Region","Pacific Peoples Only","80-84 Years","Female",0,
"Southland Region","Asian Only","80-84 Years","Male",0,
"Southland Region","Asian Only","80-84 Years","Female",0,
"Southland Region","Middle Eastern/Latin American/African Only","80-84 Years","Male",0,
"Southland Region","Middle Eastern/Latin American/African Only","80-84 Years","Female",0,
"Southland Region","Other Ethnicity Only","80-84 Years","Male",3,
"Southland Region","Other Ethnicity Only","80-84 Years","Female",3,
"Southland Region","European/Maori","80-84 Years","Male",18,
"Southland Region","European/Maori","80-84 Years","Female",24,
"Southland Region","European/Pacific Peoples","80-84 Years","Male",0,
"Southland Region","European/Pacific Peoples","80-84 Years","Female",0,
"Southland Region","European/Asian","80-84 Years","Male",3,
"Southland Region","European/Asian","80-84 Years","Female",0,
"Southland Region","European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","European/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","European/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Maori/Pacific Peoples","80-84 Years","Male",0,
"Southland Region","Maori/Pacific Peoples","80-84 Years","Female",0,
"Southland Region","Maori/Asian","80-84 Years","Male",0,
"Southland Region","Maori/Asian","80-84 Years","Female",0,
"Southland Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","Maori/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Maori/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/Asian","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/Asian","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","Asian/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Asian/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","European/Maori/Pacific Peoples","80-84 Years","Male",0,
"Southland Region","European/Maori/Pacific Peoples","80-84 Years","Female",0,
"Southland Region","European/Maori/Asian","80-84 Years","Male",0,
"Southland Region","European/Maori/Asian","80-84 Years","Female",0,
"Southland Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","European/Maori/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","European/Maori/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/European/Asian","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/European/Asian","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/European/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Male",0,
"Southland Region","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Female",0,
"Southland Region","Asian/European/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Asian/European/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Maori/Pacific Peoples/Asian","80-84 Years","Male",0,
"Southland Region","Maori/Pacific Peoples/Asian","80-84 Years","Female",0,
"Southland Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
